bundle_id,case_id,abm,mode,success,context_output_path,trend_output_paths,combined_input_path,summary_output_path,input_length,output_length,duration_seconds,validation_note,error
01_grazing_none_plot_rep1,01_grazing_none_plot_rep1,grazing,none,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/02_summaries/none.txt,20277,20277,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
01_grazing_none_plot_rep1,01_grazing_none_plot_rep1,grazing,bart,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/02_summaries/bart.txt,20277,2020,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
01_grazing_none_plot_rep1,01_grazing_none_plot_rep1,grazing,bert,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/02_summaries/bert.txt,20277,2153,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
01_grazing_none_plot_rep1,01_grazing_none_plot_rep1,grazing,t5,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/02_summaries/t5.txt,20277,1598,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
01_grazing_none_plot_rep1,01_grazing_none_plot_rep1,grazing,longformer_ext,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/01_grazing_none_plot_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/01_grazing_none_plot_rep1/02_summaries/longformer_ext.txt,20277,3921,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,none,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/02_summaries/none.txt,18229,18229,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,bart,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/02_summaries/bart.txt,18229,1787,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,bert,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/02_summaries/bert.txt,18229,2219,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,t5,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/02_summaries/t5.txt,18229,1436,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,longformer_ext,True,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/02_context/context_output.txt,results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_01/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_02/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_03/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_04/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_05/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_06/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_07/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_08/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_09/trend_output.txt|results/nemotron_abm_smoke_latest/runs/run_20260308_162605_817305/cases/02_grazing_none_table_rep1/03_trends/plot_10/trend_output.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/01_input/combined_input.txt,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/02_grazing_none_table_rep1/02_summaries/longformer_ext.txt,18229,815,0.000000,Bundle discovered from a completed full-case matrix smoke run. Used to exercise the summarizer pipeline over one context output plus all trend outputs.,
