Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
milk_consumption,modeler,none,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_milk_consumption_none_plot_rep1/02_summaries/none.txt,0.053298,0.308456,0.402362,0.203916,0.211148,48.673715
milk_consumption,modeler,bart,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_milk_consumption_none_plot_rep1/02_summaries/bart.txt,0.017811,0.124243,0.327751,0.117506,0.179426,56.095580
milk_consumption,modeler,bert,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_milk_consumption_none_plot_rep1/02_summaries/bert.txt,0.057884,0.256318,0.533884,0.172185,0.223140,37.230228
milk_consumption,modeler,t5,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_milk_consumption_none_plot_rep1/02_summaries/t5.txt,0.005008,0.083543,0.245478,0.098446,0.157623,59.464300
milk_consumption,modeler,longformer_ext,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_milk_consumption_none_plot_rep1/02_summaries/longformer_ext.txt,0.049664,0.203957,0.505184,0.147309,0.216777,57.647439
milk_consumption,modeler,none,qwen/qwen3.5-27b,No,No,No,table,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/02_milk_consumption_none_table_rep1/02_summaries/none.txt,0.030002,0.268948,0.311673,0.135922,0.166422,42.761178
milk_consumption,modeler,bart,qwen/qwen3.5-27b,No,No,No,table,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/02_milk_consumption_none_table_rep1/02_summaries/bart.txt,0.022480,0.142325,0.357224,0.107184,0.188851,50.809563
milk_consumption,modeler,bert,qwen/qwen3.5-27b,No,No,No,table,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/02_milk_consumption_none_table_rep1/02_summaries/bert.txt,0.041244,0.229584,0.425107,0.130000,0.189729,18.222012
milk_consumption,modeler,t5,qwen/qwen3.5-27b,No,No,No,table,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/02_milk_consumption_none_table_rep1/02_summaries/t5.txt,0.009953,0.096021,0.269939,0.081181,0.137423,64.888567
milk_consumption,modeler,longformer_ext,qwen/qwen3.5-27b,No,No,No,table,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/02_milk_consumption_none_table_rep1/02_summaries/longformer_ext.txt,0.029873,0.159900,0.371733,0.089234,0.143272,47.743913
