Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
fauna,author,none,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/none.txt,0.006947,0.253297,0.216858,0.059049,0.107280,37.657257
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/none.txt,0.018838,0.263192,0.285511,0.082651,0.128159,37.657257
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/none.txt,0.055789,0.255194,0.627051,0.235388,0.285314,37.657257
fauna,author,bart,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/bart.txt,0.016813,0.173878,0.372093,0.089494,0.182171,25.058500
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/bart.txt,0.010272,0.112412,0.352448,0.086957,0.170629,25.058500
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/bart.txt,0.000000,0.031837,0.101928,0.035837,0.064738,25.058500
fauna,author,bert,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/bert.txt,0.009922,0.295480,0.437564,0.082730,0.167183,31.106287
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/bert.txt,0.031368,0.258451,0.500000,0.109777,0.190068,31.106287
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/bert.txt,0.005656,0.105097,0.319929,0.135320,0.168007,31.106287
fauna,author,t5,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.005699,0.149022,0.333333,0.075314,0.183333,37.110696
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.007453,0.109278,0.291605,0.079764,0.153166,37.110696
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.000000,0.023750,0.080195,0.030007,0.058577,37.110696
fauna,author,longformer_ext,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.015655,0.241133,0.415869,0.090535,0.180575,14.553863
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.027630,0.200575,0.451613,0.081897,0.167742,14.553863
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,No,No,No,plot,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.000235,0.066603,0.205194,0.059673,0.099391,14.553863
fauna,author,none,qwen/qwen3.5-27b,No,No,No,table,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.005016,0.215941,0.155163,0.051381,0.077858,34.486473
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,No,No,No,table,1,results/chains/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.013016,0.232389,0.208846,0.059701,0.093693,34.486473
